tweet_id,source,text,rating_numerator,rating_denominator,name,date,time,dog_breed,retweet_count,favorite_count,img_num,p1,p1_conf,p1_dog
889665388333682689,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,None,2017-08-13,16:23:56,puppo,8538,38818,1,Pembroke,0.966327,True
889638837579907072,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,2017-08-14,16:23:56,,4735,27672,1,French_bulldog,0.99165,True
889531135344209921,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,2017-08-15,16:23:56,puppo,2321,15359,1,golden_retriever,0.953442,True
889278841981685760,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,2017-08-16,16:23:56,,5637,25652,1,whippet,0.626152,True
888917238123831296,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,2017-08-17,16:23:56,,4709,29611,1,golden_retriever,0.714719,True
888804989199671297,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,2017-08-18,16:23:56,,4559,26080,1,golden_retriever,0.46976,True
888554962724278272,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,2017-08-19,16:23:56,,3732,20290,3,Siberian_husky,0.700377,True
888078434458587136,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,2017-08-20,16:23:56,,3653,22201,1,French_bulldog,0.995026,True
887705289381826560,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,2017-08-21,16:23:56,,5609,30779,1,basset,0.821664,True
887473957103951883,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,2017-08-23,16:23:56,,18781,69871,2,Pembroke,0.809197,True
887343217045368832,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,None,2017-08-24,16:23:56,,10737,34222,1,Mexican_hairless,0.330741,True
887101392804085760,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,None,2017-08-25,16:23:56,,6167,31061,1,Samoyed,0.733942,True
886983233522544640,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,2017-08-26,16:23:56,,8084,35859,2,Chihuahua,0.793469,True
886736880519319552,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,2017-08-27,16:23:56,,3443,12306,1,kuvasz,0.309706,True
886366144734445568,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,2017-08-29,16:23:56,pupper,3316,21524,1,French_bulldog,0.999201,True
886258384151887873,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,2017-08-31,16:23:56,,6523,28469,1,pug,0.943575,True
885984800019947520,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,2017-09-01,16:23:56,,7097,33382,1,Blenheim_spaniel,0.972494,True
885528943205470208,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,2017-09-02,16:23:56,,6683,36689,1,pug,0.369275,True
885167619883638784,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,None,2017-09-04,16:23:56,,4556,22367,4,malamute,0.8124819999999999,True
884925521741709313,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,2017-09-05,16:23:56,,16439,68152,1,Italian_greyhound,0.259916,True
884876753390489601,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,2017-09-06,16:23:56,,6096,28514,1,chow,0.822103,True
884562892145688576,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,2017-09-07,16:23:56,,5100,24765,1,pug,0.5464060000000001,True
884441805382717440,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,None,2017-09-08,16:23:56,,5856,27478,1,Pembroke,0.993225,True
884162670584377345,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,2017-09-10,16:23:56,doggo,3128,20771,1,German_shepherd,0.707046,True
883838122936631299,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,2017-09-11,16:23:56,,3586,22349,1,Doberman,0.610946,True
883482846933004288,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,2017-09-12,16:23:56,,10407,46860,1,golden_retriever,0.943082,True
883360690899218434,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,2017-09-13,16:23:56,floofer,3825,22986,1,chow,0.987997,True
883117836046086144,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,None,2017-09-14,16:23:56,,6949,37914,2,golden_retriever,0.949562,True
882992080364220416,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,2017-09-15,16:23:56,,4122,24445,1,Eskimo_dog,0.4667779999999999,True
882762694511734784,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,2017-09-16,16:23:56,pupper,5134,28903,1,Labrador_retriever,0.85005,True
882627270321602560,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,2017-09-17,16:23:56,,6342,28382,1,Pembroke,0.542982,True
882268110199369728,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,2017-09-18,16:23:56,,12118,45880,1,golden_retriever,0.762211,True
881906580714921986,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,2017-09-20,16:23:56,,3533,24773,1,Weimaraner,0.291539,True
881666595344535552,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,2017-09-21,16:23:56,,11099,51522,1,Saluki,0.529012,True
881536004380872706,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,None,2017-09-23,16:23:56,pupper,16570,50199,1,Samoyed,0.281463,True
880872448815771648,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,None,2017-09-26,16:23:56,,3989,21734,1,Pembroke,0.791416,True
880465832366813184,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,2017-09-27,16:23:56,,6546,29075,1,golden_retriever,0.913255,True
880221127280381952,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,2017-09-28,16:23:56,,4436,27640,1,Chihuahua,0.238525,True
880095782870896641,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,None,2017-09-29,16:23:56,,4533,28150,1,miniature_pinscher,0.120298,True
879862464715927552,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,2017-09-30,16:23:56,,3642,22667,3,basset,0.813507,True
879492040517615616,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,2017-10-02,16:23:56,,3323,23822,1,German_short-haired_pointer,0.479896,True
879415818425184262,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,2017-10-03,16:23:56,,45849,107956,1,English_springer,0.383404,True
879008229531029506,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,2017-10-06,16:23:56,,2812,19317,1,vizsla,0.960513,True
878776093423087618,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,2017-10-07,16:23:56,puppo,4319,19763,2,Italian_greyhound,0.734684,True
878281511006478336,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,2017-10-09,16:23:56,,1349,7913,1,basset,0.32042,True
878057613040115712,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,2017-10-10,16:23:56,,7181,42876,1,French_bulldog,0.839097,True
877736472329191424,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,2017-10-11,16:23:56,,17300,71144,2,Chesapeake_Bay_retriever,0.8379559999999999,True
877556246731214848,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Penny,2017-10-12,16:23:56,,3994,23258,1,basset,0.995368,True
877316821321428993,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,2017-10-13,16:23:56,,5414,27907,1,Saluki,0.5099670000000001,True
877201837425926144,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,2017-10-14,16:23:56,,5880,27755,1,Pembroke,0.93112,True
876838120628539392,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,2017-10-15,16:23:56,pupper,3506,21125,1,bloodhound,0.575751,True
876484053909872640,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,2017-10-17,16:23:56,,2511,19163,1,golden_retriever,0.874566,True
876120275196170240,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,2017-10-18,16:23:56,,4903,28490,1,Bernese_mountain_dog,0.534327,True
875747767867523072,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,2017-10-19,16:23:56,,4497,25773,1,Labrador_retriever,0.799551,True
875144289856114688,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Nugget,2017-10-20,16:23:56,,5081,22185,1,Siberian_husky,0.245048,True
875021211251597312,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,None,2017-10-22,16:23:56,,4922,26022,2,West_Highland_white_terrier,0.7143189999999999,True
874680097055178752,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,2017-10-23,16:23:56,,4875,28439,1,Labrador_retriever,0.836052,True
874296783580663808,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed,2017-10-24,16:23:56,pupper,4308,26651,1,cocker_spaniel,0.437216,True
874057562936811520,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,None,2017-10-25,16:23:56,,4125,23134,1,flat-coated_retriever,0.8321770000000001,True
874012996292530176,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,Sebastian,2017-10-26,16:23:56,puppo,11007,35501,2,Cardigan,0.806674,True
873580283840344065,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,10,None,2017-10-27,16:23:56,,4143,24837,1,Newfoundland,0.678537,True
873213775632977920,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,Sierra,2017-10-28,16:23:56,pupper,1667,7467,1,vizsla,0.6197819999999999,True
872967104147763200,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,10,None,2017-10-29,16:23:56,doggo,5669,28031,2,Labrador_retriever,0.476913,True
872820683541237760,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,10,None,2017-10-30,16:23:56,,3884,15029,3,pug,0.99912,True
872620804844003328,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,10,Monkey,2017-10-31,16:23:56,,3911,21309,1,cocker_spaniel,0.513191,True
872486979161796608,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12,10,None,2017-11-01,16:23:56,,9429,41606,1,Pembroke,0.931861,True
872261713294495745,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13,10,Harry,2017-11-02,16:23:56,,6649,35085,2,Labrador_retriever,0.972019,True
871879754684805121,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13,10,Lassie,2017-11-04,16:23:56,,11918,39090,1,Shetland_sheepdog,0.969171,True
871762521631449091,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,10,Rover,2017-11-05,16:23:56,pupper,3678,20787,2,Labrador_retriever,0.921393,True
871515927908634625,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12,10,Napolean,2017-11-06,16:23:56,doggo,3628,20730,2,komondor,0.974781,True
871032628920680449,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13,10,Boomer,2017-11-08,16:23:56,,3999,23255,1,kelpie,0.398053,True
870656317836468226,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13,10,Cody,2017-11-11,16:23:56,,2817,12819,4,Pembroke,0.945495,True
870374049280663552,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13,10,Zoey,2017-11-12,16:23:56,,27680,85011,1,golden_retriever,0.841001,True
870308999962521604,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13,10,Rumble,2017-11-13,16:23:56,,4384,22453,2,Greater_Swiss_Mountain_dog,0.6227520000000001,True
869772420881756160,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13,10,Dewey,2017-11-15,16:23:56,,10663,43710,1,Pembroke,0.980148,True
869702957897576449,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13,10,Stanley,2017-11-16,16:23:56,,6728,29116,1,Pembroke,0.993449,True
869596645499047938,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,12,10,Scout,2017-11-17,16:23:56,doggo,3327,16476,1,Chihuahua,0.955156,True
869227993411051520,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,13,10,Gizmo,2017-11-18,16:23:56,,4023,21112,1,Pembroke,0.664181,True
868622495443632128,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,13,10,None,2017-11-20,16:23:56,,6275,28295,1,Labrador_retriever,0.868107,True
868552278524837888,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",12,10,Cooper,2017-11-21,16:23:56,,2240,10539,1,whippet,0.378151,True
867900495410671616,Twitter for iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",12,10,None,2017-11-22,16:23:56,,4439,24964,1,Labrador_retriever,0.522644,True
867774946302451713,Twitter for iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,13,10,Harold,2017-11-23,16:23:56,,7788,35179,2,Border_collie,0.661953,True
867421006826221569,Twitter for iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,12,10,Shikha,2017-11-24,16:23:56,puppo,2697,16755,1,Eskimo_dog,0.6164569999999999,True
867051520902168576,Twitter for iPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",13,10,None,2017-11-25,16:23:56,,8425,33420,1,Samoyed,0.4714029999999999,True
866686824827068416,Twitter for iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,12,10,Lili,2017-11-27,16:23:56,,3727,20070,1,flat-coated_retriever,0.51473,True
866450705531457537,Twitter for iPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",13,10,Jamesy,2017-11-28,16:23:56,pupper,32883,106827,2,French_bulldog,0.905334,True
866334964761202691,Twitter for iPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,12,10,Coco,2017-11-29,16:23:56,,15546,54720,1,Samoyed,0.984086,True
865718153858494464,Twitter for iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",13,10,Boomer,2017-11-30,16:23:56,,6008,26640,1,golden_retriever,0.673664,True
865359393868664832,Twitter for iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,13,10,Sammy,2017-12-01,16:23:56,,5384,27530,2,Chesapeake_Bay_retriever,0.832435,True
865006731092295680,Twitter for iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,13,10,Nelly,2017-12-02,16:23:56,,8209,29063,1,Pembroke,0.989882,True
864279568663928832,Twitter for iPhone,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,12,10,Meatball,2017-12-04,16:23:56,,3266,15195,1,bull_mastiff,0.668613,True
864197398364647424,Twitter for iPhone,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,13,10,Paisley,2017-12-05,16:23:56,,9616,31459,4,golden_retriever,0.945905,True
863553081350529029,Twitter for iPhone,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,13,10,Neptune,2017-12-07,16:23:56,,4489,15935,1,Eskimo_dog,0.41333,True
863432100342583297,Twitter for iPhone,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,12,10,Belle,2017-12-08,16:23:56,,5664,24829,1,Staffordshire_bullterrier,0.690517,True
863079547188785154,Twitter for iPhone,"Ladies and gentlemen... I found Pipsy. He may have changed his name to Pablo, but he never changed his love for the sea. Pupgraded to 14/10 https://t.co/lVU5GyNFen",14,10,None,2017-12-10,16:23:56,,1195,9094,1,Lakeland_terrier,0.275242,True
863062471531167744,Twitter for iPhone,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",13,10,Quinn,2017-12-11,16:23:56,,2687,8945,2,French_bulldog,0.935804,True
862831371563274240,Twitter for iPhone,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",13,10,Zooey,2017-12-12,16:23:56,,5457,20011,2,Australian_terrier,0.207281,True
862722525377298433,Twitter for iPhone,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2",11,10,Dave,2017-12-13,16:23:56,,3809,17779,1,basset,0.39333,True
